ID,Year_Birth,Education,Status,Income,Num_of_kids,Num_of_Teen,Registration_date,Recency,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Num_Web_Visits,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Complain,Cost_Contact,Revenue,Education_num,Status_num,Age,age_bin,income_bin,Mnt_Fruits_min_max,Mnt_Meat_min_max,Mnt_sweet_min_max,Mnt_Wines_min_max,Mnt_Gold_Products_min_max,Mnt_Fish_min_max,Responded_old_campains,Responded,Will_responde
5430,1956.0,Graduation,Together,54450.0,1.0,1.0,14/09/2012,0,454.0,0.0,171.0,8.0,19.0,32.0,12.0,9.0,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,5,66.0,4.0,7.0,0.3105335157318741,0.0,0.1064094586185438,0.032,0.0979381443298969,0.1295546558704453,0,,0
8996,1957.0,PhD,Married,53761.0,2.0,1.0,19/11/2012,4,230.0,42.0,192.0,49.0,37.0,53.0,12.0,7.0,2.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5,4,65.0,4.0,7.0,0.1573187414500684,0.2110552763819095,0.119477286869944,0.196,0.190721649484536,0.2145748987854251,0,,0
8432,1956.0,Graduation,Together,53761.0,1.0,1.0,14/09/2012,0,454.0,0.0,171.0,8.0,19.0,32.0,12.0,9.0,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,5,66.0,4.0,7.0,0.3105335157318741,0.0,0.1064094586185438,0.032,0.0979381443298969,0.1295546558704453,0,,0
6566,1954.0,PhD,,72550.0,1.0,1.0,08/11/2012,39,826.0,50.0,317.0,50.0,38.0,38.0,9.0,5.0,2.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5,4,68.0,4.0,7.0,0.5649794801641587,0.2512562814070351,0.1972619788425637,0.2,0.1958762886597938,0.1538461538461538,0,,1
2552,1955.0,PhD,Single,55521.0,1.0,2.0,22/10/2013,11,416.0,0.0,26.0,0.0,0.0,4.0,9.0,6.0,3.0,6.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,5,2,67.0,4.0,7.0,0.2845417236662106,0.0,0.0161792159303049,0.0,0.0,0.0161943319838056,0,1.0,1
1165,1958.0,PhD,Single,50729.0,1.0,1.0,02/05/2013,62,239.0,13.0,143.0,45.0,4.0,52.0,9.0,6.0,2.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5,2,64.0,4.0,7.0,0.1634746922024623,0.0653266331658291,0.088985687616677,0.18,0.0206185567010309,0.2105263157894736,0,,1
9967,1974.0,Graduation,Divorced,53034.0,1.0,1.0,30/05/2013,30,160.0,15.0,196.0,15.0,11.0,50.0,8.0,6.0,1.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,3,48.0,3.0,7.0,0.1094391244870041,0.0753768844221105,0.1219663970130678,0.06,0.056701030927835,0.2024291497975708,0,,0
4095,1971.0,Graduation,Married,37150.0,1.0,0.0,11/09/2012,80,167.0,37.0,64.0,49.0,34.0,116.0,8.0,4.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,51.0,3.0,7.0,0.1142270861833105,0.185929648241206,0.0398257622899813,0.196,0.1752577319587628,0.4696356275303643,0,,0
6575,1981.0,Graduation,Together,56386.0,1.0,1.0,27/10/2012,51,230.0,48.0,214.0,13.0,32.0,75.0,8.0,9.0,1.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,5,41.0,2.0,7.0,0.1573187414500684,0.2412060301507537,0.133167392657125,0.052,0.1649484536082474,0.3036437246963562,0,,0
2849,1979.0,Graduation,Single,60474.0,0.0,1.0,01/04/2013,25,265.0,199.0,73.5,234.0,9.0,170.0,7.0,10.0,2.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,2,43.0,3.0,7.0,0.1812585499316005,1.0,0.0457373988799004,0.936,0.0463917525773195,0.688259109311741,0,,0
4148,1972.0,Graduation,Married,38988.0,1.0,2.0,20/08/2012,90,164.0,24.0,103.0,12.0,3.0,42.0,7.0,5.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,50.0,3.0,7.0,0.1121751025991792,0.1206030150753768,0.0640945861854387,0.048,0.0154639175257731,0.1700404858299595,0,,0
7187,1969.0,Master,Together,53761.0,1.0,1.0,18/05/2013,52,375.0,42.0,48.0,94.0,66.0,96.0,7.0,4.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,5,53.0,3.0,7.0,0.2564979480164158,0.2110552763819095,0.029869321717486,0.376,0.3402061855670103,0.388663967611336,0,,0
4299,1960.0,Graduation,Together,70971.0,0.0,1.0,21/09/2012,28,1001.0,17.0,572.0,93.0,125.0,17.0,7.0,11.0,11.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,5,62.0,4.0,7.0,0.6846785225718194,0.0854271356783919,0.3559427504667081,0.372,0.6443298969072165,0.068825910931174,0,,0
5892,1980.0,Graduation,Married,34968.0,1.0,0.0,10/04/2013,11,158.0,6.0,45.0,8.0,2.0,2.0,7.0,3.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,42.0,2.0,7.0,0.1080711354309165,0.0301507537688442,0.0280024891101431,0.032,0.0103092783505154,0.0080971659919028,0,,0
1600,1965.0,Master,Married,56962.0,2.0,1.0,11/10/2013,60,292.0,3.0,77.0,10.0,3.0,26.0,7.0,6.0,3.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,4,57.0,4.0,7.0,0.1997264021887825,0.0150753768844221,0.0479153702551337,0.04,0.0154639175257731,0.1052631578947368,0,,0
5837,1967.0,Graduation,Married,51479.0,1.0,1.0,28/12/2012,67,247.0,8.0,160.0,6.0,8.0,65.0,7.0,6.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,55.0,3.0,7.0,0.1689466484268126,0.0402010050251256,0.0995644057249533,0.024,0.0412371134020618,0.2631578947368421,0,,0
4769,1977.0,Master,Together,57954.0,1.0,1.0,18/06/2014,52,456.0,4.0,24.0,0.0,0.0,9.0,7.0,8.0,2.0,6.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,3,5,45.0,3.0,7.0,0.3119015047879617,0.0201005025125628,0.014934660858743,0.0,0.0,0.0364372469635627,0,1.0,0
4599,1976.0,Master,Married,49681.0,0.0,2.0,04/11/2013,66,411.0,0.0,26.0,0.0,0.0,21.0,6.0,7.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,4,46.0,3.0,7.0,0.2811217510259918,0.0,0.0161792159303049,0.0,0.0,0.0850202429149797,0,,0
4271,1989.0,2n Cycle,Together,38683.0,1.0,0.0,04/10/2012,80,46.0,35.0,69.0,84.0,41.0,66.0,6.0,4.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4,5,33.0,2.0,7.0,0.0314637482900136,0.1758793969849246,0.0429371499688861,0.336,0.211340206185567,0.2672064777327935,0,,0
8870,1984.0,Graduation,Together,35196.0,1.0,0.0,13/11/2012,68,75.0,12.0,141.0,43.0,39.0,187.0,6.0,6.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,5,38.0,2.0,7.0,0.0512995896032831,0.0603015075376884,0.0877411325451151,0.172,0.2010309278350515,0.757085020242915,0,,0
8216,1972.0,Master,Married,53761.0,1.0,1.0,11/10/2013,7,158.0,0.0,76.0,13.0,7.0,71.0,6.0,4.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,4,50.0,3.0,7.0,0.1080711354309165,0.0,0.0472930927193528,0.052,0.0360824742268041,0.2874493927125506,0,,0
3340,1977.0,Graduation,Married,42014.0,1.0,0.0,17/08/2012,56,244.0,15.0,108.0,4.0,15.0,50.0,6.0,7.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,45.0,3.0,7.0,0.1668946648426812,0.0753768844221105,0.0672059738643435,0.016,0.0773195876288659,0.2024291497975708,0,,0
3281,1960.0,PhD,Married,49154.0,1.0,1.0,03/11/2013,69,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5,4,62.0,4.0,7.0,0.1409028727770178,0.050251256281407,0.0416925948973242,0.12,0.1391752577319587,0.2874493927125506,0,,0
2607,1953.0,Graduation,Single,40464.0,0.0,1.0,11/01/2013,78,424.0,17.0,118.0,7.0,23.0,41.0,6.0,8.0,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,2,69.0,4.0,7.0,0.2900136798905608,0.0854271356783919,0.073428749222153,0.028,0.1185567010309278,0.1659919028340081,0,,0
5675,1960.0,PhD,Divorced,50611.0,0.0,1.0,04/10/2012,98,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,5,3,62.0,4.0,7.0,0.313953488372093,0.0,0.014934660858743,0.024,0.0,0.0161943319838056,0,1.0,0
6613,1970.0,Master,Married,44511.0,1.0,0.0,12/10/2012,39,513.0,7.0,133.0,46.0,14.0,14.0,6.0,8.0,4.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,4,52.0,3.0,7.0,0.3508891928864569,0.0351758793969849,0.0827629122588674,0.184,0.0721649484536082,0.0566801619433198,0,,0
1343,1968.0,Graduation,Together,58554.0,1.0,1.0,26/09/2012,55,368.0,24.0,68.0,38.0,0.0,88.0,6.0,8.0,2.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,5,54.0,3.0,7.0,0.2517099863201094,0.1206030150753768,0.0423148724331051,0.152,0.0,0.3562753036437247,0,,0
11112,1966.0,Graduation,Together,70713.0,0.0,1.0,03/12/2012,23,736.0,114.0,279.0,82.0,76.0,190.0,6.0,5.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,5,56.0,3.0,7.0,0.5034199726402189,0.5728643216080402,0.1736154324828873,0.328,0.3917525773195876,0.7692307692307693,0,,0
879,1976.0,Master,Married,49681.0,0.0,2.0,04/11/2013,66,411.0,0.0,26.0,0.0,0.0,21.0,6.0,7.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,4,46.0,3.0,7.0,0.2811217510259918,0.0,0.0161792159303049,0.0,0.0,0.0850202429149797,0,,0
7373,1952.0,PhD,Divorced,46610.0,0.0,2.0,29/10/2012,8,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5,3,70.0,4.0,7.0,0.0656634746922024,0.0603015075376884,0.059738643434972,0.132,0.1134020618556701,0.1740890688259109,0,,0
1378,1972.0,2n Cycle,Together,50334.0,0.0,1.0,24/07/2013,24,284.0,16.0,73.5,84.0,16.0,134.0,6.0,7.0,4.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4,5,50.0,3.0,7.0,0.1942544459644322,0.0804020100502512,0.0457373988799004,0.336,0.0824742268041237,0.5425101214574899,0,,0
3933,1980.0,Graduation,Together,44010.0,1.0,0.0,13/10/2012,46,186.0,36.0,234.0,86.0,72.0,48.0,6.0,10.0,2.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,5,42.0,2.0,7.0,0.1272229822161422,0.1809045226130653,0.1456129433727442,0.344,0.3711340206185567,0.194331983805668,0,,0
7108,1965.0,Master,Widow,51390.0,1.0,1.0,08/09/2012,54,205.0,20.0,47.0,23.0,2.0,56.0,6.0,5.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,6,57.0,4.0,7.0,0.140218878248974,0.100502512562814,0.029247044181705,0.092,0.0103092783505154,0.2267206477732793,0,,0
3050,1966.0,Graduation,Married,54198.0,1.0,1.0,17/12/2013,13,185.0,0.0,28.0,3.0,2.0,17.0,6.0,3.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,56.0,3.0,7.0,0.1265389876880985,0.0,0.0174237710018668,0.012,0.0103092783505154,0.068825910931174,0,,0
273,1970.0,Master,Married,36138.0,1.0,1.0,16/07/2013,48,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,3,4,52.0,3.0,7.0,0.0889192886456908,0.0,0.0099564405724953,0.0,0.0,0.020242914979757,0,1.0,0
10862,1960.0,Master,Married,30522.0,0.0,1.0,17/08/2012,6,179.0,8.0,83.0,19.0,11.0,26.0,5.0,1.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,4,62.0,4.0,7.0,0.1224350205198358,0.0402010050251256,0.0516490354698195,0.076,0.056701030927835,0.1052631578947368,0,,0
8985,1964.0,2n Cycle,Together,68316.0,0.0,1.0,04/11/2012,54,806.0,80.0,161.0,120.0,11.0,33.0,5.0,10.0,7.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4,5,58.0,4.0,7.0,0.5512995896032832,0.4020100502512563,0.1001866832607342,0.48,0.056701030927835,0.1336032388663967,0,,0
3388,1967.0,Graduation,Divorced,70844.0,1.0,1.0,30/10/2013,16,129.0,26.0,67.0,3.0,67.0,2.0,5.0,6.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,3,55.0,3.0,7.0,0.088235294117647,0.1306532663316583,0.0416925948973242,0.012,0.345360824742268,0.0080971659919028,0,,0
1135,1960.0,Master,Together,17144.0,1.0,1.0,15/02/2014,96,18.0,2.0,19.0,0.0,2.0,6.0,5.0,3.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,5,62.0,4.0,6.0,0.0123119015047879,0.0100502512562814,0.0118232731798382,0.0,0.0103092783505154,0.0242914979757085,0,,0
7143,1955.0,2n Cycle,Together,74805.0,0.0,1.0,06/11/2013,14,209.0,162.0,209.0,41.0,162.0,37.0,5.0,4.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4,5,67.0,4.0,7.0,0.1429548563611491,0.8140703517587939,0.1300560049782202,0.164,0.8350515463917526,0.1497975708502024,0,,1
975,1956.0,Graduation,Single,54252.0,1.0,1.0,28/05/2013,25,178.0,4.0,26.0,8.0,4.0,44.0,5.0,4.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,2,66.0,4.0,7.0,0.121751025991792,0.0201005025125628,0.0161792159303049,0.032,0.0206185567010309,0.1781376518218623,0,,0
1907,1950.0,Master,Divorced,63120.0,0.0,1.0,28/09/2012,53,965.0,69.0,279.0,54.0,41.0,69.0,5.0,8.0,4.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,3,72.0,5.0,7.0,0.6600547195622435,0.3467336683417085,0.1736154324828873,0.216,0.211340206185567,0.2793522267206478,0,,0
6661,1974.0,Graduation,Married,67445.0,0.0,1.0,12/08/2012,63,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,48.0,3.0,7.0,0.5177838577291382,0.4020100502512563,0.1350342252644679,0.116,0.4123711340206185,0.0445344129554655,0,,0
10681,1970.0,2n Cycle,Married,62466.0,0.0,1.0,15/01/2014,13,129.0,129.0,259.0,168.0,121.0,83.0,5.0,6.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4,4,52.0,3.0,7.0,0.088235294117647,0.6482412060301508,0.1611698817672682,0.672,0.6237113402061856,0.3360323886639676,0,,0
4480,1973.0,Master,Married,60432.0,0.0,1.0,09/03/2014,61,365.0,3.0,15.0,4.0,3.0,11.0,5.0,7.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,4,49.0,3.0,7.0,0.2496580027359781,0.0150753768844221,0.0093341630367143,0.016,0.0154639175257731,0.0445344129554655,0,,0
7378,1981.0,Master,Together,42021.0,1.0,0.0,31/08/2012,34,393.0,5.0,136.0,7.0,5.0,27.0,5.0,10.0,1.0,6.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,5,41.0,2.0,7.0,0.2688098495212038,0.0251256281407035,0.0846297448662103,0.028,0.0257731958762886,0.1093117408906882,0,1.0,0
5621,1969.0,Graduation,Married,48752.0,1.0,1.0,12/12/2012,8,73.0,57.0,100.0,71.0,15.0,0.0,5.0,6.0,1.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,53.0,3.0,7.0,0.0499316005471956,0.2864321608040201,0.0622277535780958,0.284,0.0773195876288659,0.0,0,,1
7124,1968.0,Graduation,Divorced,36997.0,1.0,1.0,01/02/2013,72,43.0,4.0,12.0,8.0,0.0,27.0,5.0,2.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,3,54.0,3.0,7.0,0.0294117647058823,0.0201005025125628,0.0074673304293715,0.032,0.0,0.1093117408906882,0,,0
5324,1981.0,PhD,Married,58293.0,1.0,0.0,19/01/2014,94,173.0,43.0,118.0,46.0,27.0,15.0,5.0,5.0,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5,4,41.0,2.0,7.0,0.1183310533515731,0.2160804020100502,0.073428749222153,0.184,0.1391752577319587,0.0607287449392712,0,,0
5156,1970.0,2n Cycle,Married,62466.0,0.0,1.0,15/01/2014,13,129.0,129.0,259.0,168.0,121.0,83.0,5.0,6.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4,4,52.0,3.0,7.0,0.088235294117647,0.6482412060301508,0.1611698817672682,0.672,0.6237113402061856,0.3360323886639676,0,,0
675,1973.0,Master,Divorced,52034.0,1.0,1.0,17/05/2013,67,146.0,0.0,93.0,7.0,13.0,73.0,5.0,4.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,3,49.0,3.0,7.0,0.0998632010943912,0.0,0.0578718108276291,0.028,0.0670103092783505,0.2955465587044534,0,,0
5966,1974.0,PhD,Married,45207.0,1.0,1.0,10/11/2012,64,203.0,0.0,10.0,0.0,0.0,2.0,5.0,3.0,1.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,5,4,48.0,3.0,7.0,0.1388508891928864,0.0,0.0062227753578095,0.0,0.0,0.0080971659919028,0,1.0,0
6374,1954.0,PhD,Married,36930.0,0.0,1.0,17/05/2013,50,223.0,2.0,31.0,0.0,2.0,39.0,5.0,5.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5,4,68.0,4.0,7.0,0.1525307797537619,0.0100502512562814,0.0192906036092097,0.0,0.0103092783505154,0.1578947368421052,0,,0
2456,1975.0,PhD,Married,40233.0,0.0,1.0,14/10/2013,84,80.0,4.0,46.0,0.0,17.0,2.0,5.0,2.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5,4,47.0,3.0,7.0,0.054719562243502,0.0201005025125628,0.028624766645924,0.0,0.0876288659793814,0.0080971659919028,0,,0
24,1960.0,Master,Together,17144.0,1.0,1.0,15/02/2014,96,18.0,2.0,19.0,0.0,2.0,6.0,5.0,3.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3,5,62.0,4.0,6.0,0.0123119015047879,0.0100502512562814,0.0118232731798382,0.0,0.0103092783505154,0.0242914979757085,0,,0
5462,1974.0,Graduation,Married,67445.0,0.0,1.0,12/08/2012,63,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2,4,48.0,3.0,7.0,0.5177838577291382,0.4020100502512563,0.1350342252644679,0.116,0.4123711340206185,0.0445344129554655,0,,0
